"id";"coder";"entry_date";"file_name";"emp_state";"emp_state_other";"emp_city";"emp_institution";"emp_department";"job_title";"prof_denomination";"job_published";"job_deadline";"job_start";"job_asap";"job_position";"job_position_other";"job_has_tenure";"job_qualification_option";"job_has_scholarship";"job_phd_program";"job_has_limit";"job_limit_year";"job_limit_month";"job_extension";"job_extension_conc";"job_pay";"job_pay_other";"job_percentage";"job_third_party_fund";"job_teaching";"job_teaching_other";"job_require_exam";"job_subject_exam";"job_topic_require";"job_topic_task";"job_topic_conc";"job_method_require";"job_method_task";"job_method_conc";"job_software_require";"job_software_task";"job_software_conc";"job_research_require";"job_research_task";"job_research_conc";"job_funding_require";"job_funding_task";"job_funding_conc";"job_coordinate_require";"job_coordinate_task";"job_coordinate_conc";"job_teaching_require";"job_teaching_task";"job_teaching_conc";"job_admin_require";"job_admin_task";"job_admin_conc";"job_nonacademic_require";"job_non_academic_conc";"job_quali_require";"job_quali_task";"job_other_require";"job_other_require_conc";"job_other_task";"job_other_task_conc";"job_benefits";"appl_chances";"appl_disability";"appl_gender";"appl_diversity";"appl_family";"appl_dualcareer";"appl_parttime_option";"appl_cost"
"109";"GK";"";"2020-09-30_praedoc2_uni_hamburg.pdf";"1";"";"Hamburg";"Universität Hamburg";"Fakultät für Wirtschafts- und Sozialwissenschaften";"Wissenschaftliche Mitarbeiterin bzw. wissenschaftlicher Mitarbeiter (m/w/d) im Fachgebiet Journalistik und Kommunikationswissenschaft";"";"";"2020-09-30";"2020-12-01";"0";"11";"";"0";"0";"0";"0";"1";"3";"0";"0";"0";"13";"";"0,75";"0";"3";"";"1";"Publizistik; Medienwissenschaft; Kommunikationswissenschaft";"0";"1";"Journalistik und Kommunikationswissenschaft im digitalen Kontext; Recommender Systeme für Nachrichten";"1";"0";"exzellente Kenntnisse in empirischen Methoden der Sozialforschung (insbesondere Erfahrung mit ethnographischen Methoden, Befragungen und/oder Inhaltsanalysen";"1";"1";"gute Grundlagen in Statistik sowie SPSS,Stata, Affinität und Interesse für das Erlernen von Computational Methods der Kommunikationswissenschaft";"1";"1";"wissenschaftliche Dienstelstungen in der Forschung im Gebiet Journalistik und Kommunikationswissenschaft im digitalen Kontext, KOnzeption und Durchführung von Forschung im team";"1";"1";"Mitwirkung bei der Ausarbeitung von Drittmittelanträgen";"0";"0";"";"1";"1";"wissenschaftliche Dienstelstungen in der Lehre im Bereich Journalistik und Kommunikationswissenschaft im digitalen Kontext, Planung und Durchführung von Lehrveranstaltungen";"1";"1";"Unterstützung bei der Organisation des Arbeitsvereiches und Beteiligung an der universitären Selbstverwaltung";"1";"praktische Erfahrung im (Online-)Journalismus";"1";"1";"1";"exzellente Englischkenntnisse, organisatorische Fähigkeiten in der Projektleitung, ausgeprägte soziale Kompetenzen, Teamfähigkeit, Zuverlässigkeit und eine hohe Arbeitsmotivation";"1";"Entwicklung einer Doktorarbeit, Beteiligung bei Publikationen, Präsentationen und Konferenzen";"0";"1";"1";"1";"0";"0";"0";"0";"0"
"110";"GK";"";"2020-09-30_prof_uni_insbruck.pdf";"2";"";"Innsbruck";"Universität Inssbruck";"Instiut für Medien, Gesellschaft und Kommunikation, Fakultät für Soziale und Politische Wissenschaften";"Universitätsprofessorin/Universitätsprofessor für Medien- und Kommmunikationswissenschaft mit dem Schwerpunkt Demokratie";"Medien- und Kommmunikationswissenschaft mit dem Schwerpunkt Demokratie";"";"2020-09-30";"";"0";"20";"";"0";"0";"0";"0";"2";"NA";"NA";"0";"0";"30";"A1 (5.245,60 €/Monat (14x))";"1";"0";"NA";"";"0";"Kommunikationswissenschaft; angrenzende Sozialwissenschaft";"1";"1";"Erforschung der Rolle von Medien und Kommunikation für die Demokratie und Demokratieentwicklung unter Bedingungen wie Medialisierung, Digitalisierung und globalisierung";"0";"0";"";"0";"0";"";"1";"1";"international sichtbare Forschungen, Durchführung kompetitiv eingeworbener Forschungsprojekte, Beteiligung am universitären Forschungsschwerpunktsystem, Einbindung in die internationale Forschung";"1";"0";"erfolgreiche Einwerbung von Forschungsmitteln";"0";"0";"";"1";"1";"Lehre im Bereich der medien- und kommunikationswissenschaftlichen Lehrveranstaltungen, Lehre ergänzen im Bereich politischer Kommunikation der politikwissenschaftlichen Studiengänge, Lehrerfahrung";"1";"1";"akademische Selbstverwaltung";"0";"";"1";"1";"1";"einschlägige Lehrbefugnis; hochwertige, facheinschlägige Aufsätze in führenden internationalen referierten; ausgeprägte pädagogische und didaktische Eignung, Zeitschriften und Buchpublikationen in referierten wissenschaftlichen Verlagen; nachgewiesene Fähigkeiten zu Verknüpfung von medien- und kommunikationswissenschaftlicher Theorie und empirischer Forschung des beschriebenen Forschungsschwerpunkts; soziale Kompetenz und Teamfähigkeit; sehr gute Deutsch- und Englischkenntnisse";"1";"Mitarbeit an der strategischen Weiterentwicklung und der internationalen Vernetzung des Insituts";"0";"0";"0";"1";"0";"0";"0";"0";"0"
"111";"GK";"";"2020-10-01_postdoc_uni_hamburg.pdf";"1";"";"Hamburg";"Universität Hamburg";"Fakultät für Wirtschafts- und Sozialwissenschaften";"Ausschreibung eines Werkvertrags zur Inhaltsanalyse (Print/Online)";"";"2020-08-11";"2020-10-01";"2020-11-01";"0";"30";"Honorarauftrag";"0";"0";"0";"0";"1";"NA";"NA";"0";"0";"30";"Werkauftragshonorar, Verhandlungen";"NA";"1";"NA";"";"0";"Publizistik; Kommunikationswissenschaft; verwandte empirisch orientierte sozialwissenschaftliche Disziplin";"1";"0";"Qualitätsjournalismus und digitale Medien";"1";"1";"quantitative und qualitative Inhaltsanalyse";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"";"0";"0";"0";"";"0";"";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"112";"GK";"";"2020-10-01_praedoc_hiig_berlin.pdf";"1";"";"Berlin";"Humboldt Institut für Internet und Gesellschaft";"Institut für Internet und Gesellschaft";"Doktorand*innen (m/w/d) mit technischer Perspektive";"";"2020-06-18";"2020-10-01";"2021-01-01";"0";"11";"";"0";"1";"0";"0";"1";"3";"9";"0";"0";"13";"";"0,75";"1";"NA";"";"1";"Politikwissenschaft; Sozialwissenschaft; Kommunikationswissenschaft";"1";"1";"Natural Languague Processing; Computer Vision";"0";"0";"";"0";"0";"";"1";"1";"Mitwirkung an der Entwicklung interdisziplinärer Forschungs- und Formate für Expert*innen-Workshops und Wissenstranfer";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"";"1";"1";"1";"praktische bzw. wissenschaftliche Erfahrungen im Feld der KI Anwendung (insb. Machine Learning/Deep Learning) und/oder im Bereich NLP, Interesse an disziplinübergreifender Forschung woei die Fähigkeit, Anknüpfungspunkkte zu anderen Fachgebieten zu identifizieren und zu nutzen, strategisches Denken und Organisationstalent, überdurchschnittlich hohes Maß an Freude an der interdisziplinären Zusammenarbeit, Eigenständigkeit, Gestaltungswillen, Verantwortungsbewusstsein, Motivation und Teamfähigkeit, Verhandlungssichere Deutsch- und Englischkenntnisse";"1";"Entwicklung von Prototypen in Zusammenarbeit mit zivilgesellschaftlichen Praxispartnern, Mitarbeit an der Entwicklung eines interdisziplinären und anwendungsorientierten Gemeinwohlkonzeptes in enger Abstimmung mit der Projektleiterin und der Post-Doktorandin";"Mitwirkung an der Entwicklung und Etablierung eines neuen Forschungprojektes mit Raum für eigene Ideen und neue Formate in Zusammenarbeit mit der Projektleiterin sowie in enger Abstimmung mit dem Forschungsdirektorium in einem anerkannten, innovativen Forschungsinstituts; Unterstützung im Aufbau des kürlich gegründeten AL / Society Labs; exzellente Position, um die eigene Forschungskariiere zu starten, eigene Initiativen zu entwickeln und perspektivisch Einfluss auf laufende Debatten um KI zu nehmen; die Möglichkeit zur Promotion, die Teilnehme am Doktoranden- sowie am promotionsbegleitenden Mentor*innen-Programm und weitere hervorragende (fachliche) Austausch- und Netzwerkmöglichkeiten; die Möglichkeit, Teil einer Forschungsgruppe zu werden, die sich explizit für die Qualifizierung und Förderung von Frauen in der KI-Forschung stark macht, ein attraktives und familienfreundliches Arbeitsumfeld mit flexiblen Arbeitszeiten, flachen Hierarchien in eiem gelebten Gegenentwurf zum traditionallen Wissenschaftsbetrieb; ein hochmitiviertes Team, das sehr eng zusammenarbeitet sowie engagierte Kollegen*innen aus verschiedenen Disziplinen in einem zukunftsweisenden Inistut mitten in Berlin";"1";"0";"1";"0";"1";"0";"0";"0"
"113";"GK";"";"2020-10-01_praedoc2_hoog_berlin.pdf";"1";"";"Berlin";"Alexander-Humboldt Universität Berlin";"Institut für Internet und Gesellschaft";"Doktorand*in (m/w/d) mit Design/ UX-Hintergrund";"";"2020-06-18";"2020-10-01";"2021-01-01";"0";"11";"";"0";"1";"0";"0";"1";"3";"9";"0";"0";"13";"";"0,75";"1";"NA";"";"1";"Jurnalismus; Medienwissenschaft; Kommunikationswissenschaft; verwandte Disziplin";"1";"1";"KI und UX; Public Interest AI";"0";"0";"";"0";"0";"";"1";"1";"Unterstützung beim Aufbau des Forschungsprojektes zu Public Interest Al, Mitwirkung an der Entwicklung interdisziplinärer Forschungs- und Formate für Expert*innen-Workshops und Wissenstranfer";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"";"1";"1";"1";"praktische bzw. wissenschaftliche Erfahrungen im Feld Design/ UX; Interesse an der Mitarbeit an KI-Projekten z.B. in den Bereichen Machine Learning/Deep Learning und NLP, Interesse an disziplinübergreifender Forschung sowie die Fähigkeit, Anknüpfungspunkte zu anderen Fachgebieten zu identifizieren und zu nutzen, strategisches Denken und Organisationstalent, überdurchschnittlich hohes Maß an Freude an der interdisziplinären Zusammenarbeit, Eigenständigkeit, Gestaltungswillen, Verantwortungsbewusstsein, Motivation und Teamfähigkeit, Verhandlungssichere Deutsch- und Englischkenntnisse";"1";"Mitwirkung an der Entwicklung interdisziplinärer Forschungs- und Workshop-Formate für Expert*innen-Workshops und Formate des Wissenstransfers, Mitarbeit an der Entwicklung eines interdisziplinären und anwendungsorientierten Gemeinwohlkonzeptes in enger Abstimmung mit der Projektleiterin und der Post-Doktorandin, Untersuchung von Praxisfällen bei Projektparntern zur Entwicklung eines UX-Modells zur Umsetzung von gemeinwohlorientierung in KI";"Mitwirkung an der Entwicklung und Etablierung eines neuen Forschungprojektes mit Raum für eigene Ideen und neue Formate in Zusammenarbeit mit der Projektleiterin sowie in enger Abstimmung mit dem Forschungsdirektorium in einem anerkannten, innovativen Forschungsinstituts; Unterstützung im Aufbau des kürlich gegründeten AL / Society Labs; exzellente Position, um die eigene Forschungskariiere zu starten, eigene Initiativen zu entwickeln und perspektivisch Einfluss auf laufende Debatten um KI zu nehmen; die Möglichkeit zur Promotion, die Teilnehme am Doktoranden- sowie am promotionsbegleitenden Mentor*innen-Programm und weitere hervorragende (fachliche) Austausch- und Netzwerkmöglichkeiten; die Möglichkeit, Teil einer Forschungsgruppe zu werden, die sich explizit für die Qualifizierung und Förderung von Frauen in der KI-Forschung stark macht, ein attraktives und familienfreundliches Arbeitsumfeld mit flexiblen Arbeitszeiten, flachen Hierarchien in eiem gelebten Gegenentwurf zum traditionallen Wissenschaftsbetrieb; ein hochmitiviertes Team, das sehr eng zusammenarbeitet sowie engagierte Kollegen*innen aus verschiedenen Disziplinen in einem zukunftsweisenden Inistut mitten in Berlin";"1";"0";"1";"0";"1";"0";"0";"0"
"114";"GK";"";"2020-10-12_praedoc_uni_zuerich.pdf";"3";"";"Zürich";"Universität Zürich";"Institut für Kommunikationswissenschaft und Medienforschung";"Stellenausschreibung Doktorand*in im Bereich Mediennutzung & Medienwirkung";"";"2020-09-24";"2020-10-12";"2021-01-01";"0";"11";"";"0";"1";"0";"0";"1";"4";"0";"1";"2";"30";"Lohnklasse 17/ Leistungsstufe 3";"0,6";"1";"NA";"";"1";"Sozialwissenschaftliche Disziplin; Informatik";"0";"1";"Digital Religions";"0";"1";"sehr gute Kenntnisse quantitativer Forschungsmethoden";"0";"0";"";"1";"1";"Forschung mit dem Schwerpunkt sozialer Kontext der Mediennutzung und -wirkung, Vorkenntnisse bzw. hohes Interesse an Mediennutzungs- und Medienwirkungsforschung";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"";"1";"1";"1";"sehr gute Deutsch- und Englischkenntnisse, sehr gute Kenntnisse kommunikationswissenschaftlicher Theorien";"1";"Konferenzteilnahme und Publikationen, Mitarbeit im Projekt, Teilnehme an der Doktorandenausbildung im Rahmen des UFSP";"inspirierendes akademisches Umfeld, ausgezeichnete anstellungsbedingungen, zahlreiche Möglichkeiten zur Weiterbildung, vielfältige interdisziplinäre Kooperationsmöglichkeiten";"0";"0";"0";"0";"0";"0";"0";"0"
"115";"GK";"";"2020-10-23_praedoc2_uni_zuerich.pdf";"3";"";"Zürich";"Universität Zürich";"Institut für Kommunikationswissenschaft und Medienforschung";"Assistent/in in Forschung und Lehre 60% (Doktoriendenstelle)";"";"";"2020-10-23";"asap";"1";"11";"";"0";"0";"0";"0";"0";"NA";"NA";"0";"0";"0";"";"1";"0";"NA";"";"1";"Kommunikationswissenschaft; Medienwissenschaft; Kommunikationsmanagement; Marketing/vertrieb";"1";"1";"International and Comparative Communications Research";"1";"0";"Erfahrung mit quantitativen Methoden und Datenanalyse, Interesse an computergestützten Methoden";"0";"0";"";"1";"1";"starkes Interesse an international vergleichender Kommunikationsforschung, Mitarbeit in bestehenden Projekten und Entwicklung neuer Projekte mit Mitgliedern des Teams ""Internationale und vergleichende KOmmunikationsforschung"", Forschung in innovativen Bereichen der politischen Kommunikation, des digitalen Journalismus, der Nachrichtenpublikationsforschung sowie ähnlicher angrenzender Gebiete";"0";"0";"";"0";"0";"";"1";"1";"Lehre in innovativen Bereichen der polititischen Kommunikation, des digitalen Journalismus, der Nachrichtenpublikationsforschung sowie ähnlicher angrenzender Gebiete, Unterricht in Deutsch auf BA-Niveau";"0";"0";"";"0";"";"1";"1";"1";"fließendes Englisch";"1";"Abschluss einer Dissertation in drei bis vier Jahren";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"116";"GK";"";"2020-10-25_praedoc_fh_graubünden.pdf";"3";"";"Graubünden";"Fachhochschule Graubünden";"";"Wissenschaftliche/n Mitarbeiter/in";"";"";"2020-10-25";"asap";"1";"11";"";"0";"1";"0";"0";"1";"3";"6";"0";"0";"30";"Entlohnung entspricht den offiziellen Ansätzen des SNF";"1";"1";"NA";"";"1";"Medienwissenschaft; Kommunikationswissenschaft";"1";"1";"Local Journalism and Municipal Communication under Digital Transformation
";"1";"1";"sehr gute Kenntnisse von qualitativen und quantitativen Forschungsmethoden";"0";"0";"";"1";"1";"Mitarbeit am SNF-Projekt; ausführen von Datenerhebungen und Datenauswertung; aufbereiten der Forschungsergebnisse";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"";"1";"1";"1";"Teamfähigkeit und Freude an interdisziplinärer Zusammenarbeit, gute Französisch- und Englischkenntnisse (Italienisch wünschenswert)";"1";"Konferenzbeiträge und Publikationen der Forschungsergebnisse";"intellektuell inspirierendes Umfelt mit vielfältigen Bezügen zur Medienpraxis und Politik";"1";"0";"0";"1";"0";"0";"0";"0"
"117";"GK";"";"2020-10-25_w1_uni_muenster.pdf";"1";"";"Münster";"Universität Münster";"Institut für Kommunikationswissenschaft des Fachbereiches 06- Erziehungswissenschaft und Sozialwissenschaft";"W1-Professur für Kommunikationswissenschaft mit dem Schwerpunkt Digital Media and Computational Methods (mit Tenure Track)";"Kommunikationswissenschaft mit dem Schwerpunkt Digital Media and Computational Methods";"";"2020-10-25";"asap";"1";"21";"";"1";"0";"0";"0";"1";"NA";"NA";"0";"0";"1";"";"1";"0";"NA";"";"0";"Politikwisenschaft; Kommunikationswissenschaft; verwandten Disziplin";"1";"1";"Kommunikationswissenschaft mit computergestützten Methoden";"1";"1";"computergestützten Methoden der Kommunikationswissenschaft, Anwendung der Methoden zur Erhebung, Analyse und Darstellung kommunikationswissenschaftlicher Prozesse anhand großer Datenmengen";"0";"0";"";"1";"1";"Teilnehmen an Forschungsaktivitäten, aktive Beteiligung am Zentrum zur Erforschung digitalisierter Öffentlichkeit";"1";"1";"eigene Erfahrung in der Durchführung von Drittmittel- bzw. Forschungsprojekten";"0";"0";"";"1";"1";"hohes Engagement in der akademichen Lehre, Mitwirkung an den B.A.-/M.A.-Studiengängen, Bereitschaft Lehrveranstaltungen in Englisch durchzuführen, Lehr- und Prüfungserfahrung";"0";"0";"";"0";"";"1";"1";"1";"pädagogische Eignung, besondere Befähigung zu wissenschaftlicher Arbeit durch die Qualität der Promotion";"0";"";"0";"1";"1";"1";"0";"0";"0";"0";"0"
"118";"GK";"";"2020-10-31_praedoc_uni_muenster.pdf";"1";"";"Münster";"Universität Münster";"Institut für Kommunikationswissenschaft";"wissenschaftliche*r Mitarbeiter*in";"";"";"2020-10-31";"2021-02-01";"0";"11";"";"0";"1";"0";"0";"1";"3";"0";"0";"0";"13";"";"0,65";"1";"NA";"";"1";"Medienwissenschaft; Kommunikationswissenschaft";"1";"1";"visuelle Framingprozesse in multimodalen Medienumgebungen
";"1";"1";"Erfahrungen mit quantitativen Forschungsmethoden, Statistikkenntnisse und Kompetenzen in quantitativer Datenanalyse, computerbasierte Beobachtungsmethoden";"0";"0";"";"1";"1";"Kompetenzen in der Experimentalforschung, Kenntnisse im Bereich der Medienrezeptions- und medienwirkungsforschung, idealserweise zur Framing- und/oder Emotionsforschung; Mitwirkung an der konzeptionellen und organisatorischen Umsetzung des Projekts, gemeinsame und eigenständige Aufbereitung der Forschungsergebnisse des Projekts in Form von KOnverenzvorträgen und Publikationen in deutscher und englischer Sprache, eigentständige Durchführung einer in das Gesamtprojekt integrierten Teilstudien zur Erfassung und Analyse affektiver Framingeffekte, Unterstützung bei Aufgaben die das Gesamtprojekt betreffen,";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"";"1";"1";"1";"Teamarbeit, eigene Ideen, sehr gutes Ausdrucksvermögen in der deutschen und englischen Sprache";"1";"Erarbeitung eines Konzepts für eine Dissertation zum Thema, idealserweise mit Fokus auf affektive Framingprozesse und Durchführung des Promotionsvorhabens";"0";"1";"1";"1";"0";"0";"0";"0";"0"
"119";"GK";"";"2020-11-01_postdoc_uni_passau.pdf";"1";"";"Passau";"Universität Passau";"Chair of Political Communication with a Focus on Eastern Europe and the Post-Soviet Region";"Assistant Professor- Akademische Rätin/Akademischer Rat auf Zeit (1.0 FTE)";"";"";"2020-11-01";"asap";"1";"12";"";"0";"0";"0";"0";"1";"3";"0";"1";"0";"23";"";"1";"0";"5";"";"1";"Kommunikationswissenschaft; Medienwissenschaft; angrenzende Disziplin";"0";"1";"political communication with a focus on Eastern Europe and the Post-Soviet region";"1";"0";"experience with the application of traditional (qualitativ or quantitativ) methods of social-science research, knowledge and experience with new computational methods";"0";"0";"";"1";"1";"work and advance own research agenda and develop an internationally competitive track record of publications with leading academic journals or publishing houses; ccollaborate and exploit synergies of own work with the ERC RUSINFORM research group";"0";"0";"";"0";"0";"";"1";"1";"administer and deliver classes; in the discipline of 'communications' in the bachlor's programme all way to advanced; research-oriented seminars for master's programmes";"1";"1";"administrativeand organisative tasks";"0";"";"1";"1";"1";"publications in majour international communication journals or book publications with internaationally leading publishing houses; strong interest to pursue research that focuses on Russia, Eurasia or Eastern Europe; highly motivated, excellent English-language skills, good knowledge of German or willingness to learn German, ver goog knowledge of at least one language spoken in the post-Soviet region, working in teams, flexibility, autonomy and creativity, strong communication skills, strong analytical and critical skills and clear academic writing; willingness to assist in organisational and support funcions";"1";"may invite leading scholars in field to join this community for a limited period of time int the framework of visiting fellows' programme of the ERC project";"vibrant, friendly and energetic academic environment with flat hierarchies, great enthusiasm; encouragement to pursue your own ideas, advance own career, support forparticipation in a wide range of conferneces, workshops and methods-training courses; high level of freedom when it comes to establishing work processes; enjoyable work climate in a family-friendly research environment, high quality of life; modern, verdant campus near to the historic Old Town";"1";"1";"1";"0";"0";"0";"0";"0"
"120";"GK";"";"2020-11-01_praedoc_uni_passau.pdf";"1";"";"Passau";"Universität Passau";"Chair of Political Communication with a Focus on Eastern Europe and the Post-Soviet Region";"Doctoral student - Graduate Research Assistant (0.65 FTE)";"";"";"2020-11-01";"asap";"1";"11";"";"0";"0";"0";"0";"1";"3";"0";"1";"1";"13";"";"0,65";"1";"NA";"";"1";"Medienwissenschaft; Kommunikationswissenschaft";"1";"1";"political communication with a focus on Eastern Europe and the Post-Soviet region";"1";"0";"experience with the application of traditional (qualitativ or quantitativ) methods of social-science research, knowledge and experience with new computational methods";"0";"0";"";"1";"1";"research efforts to accomplish the work packages; develop, desgin and conduct independet research";"0";"0";"";"0";"0";"";"0";"0";"";"1";"1";"administration and ourtreach work, management responibility and other leading roles";"0";"";"1";"1";"1";"publications in majour international communication journals or book publications with internationally leading publishing houses; highly motivated, excellent English-language skills, good knowledge of German or willingness to learn German, very goog knowledge of one or more languages (Russian, Belarusian or Estonian), working in teams, flexibility, autonomy and creativity, strong communication skills, strong analytical and critical skills and clear academic writing; willingness to assist in organisational and support funcions";"1";"support other work packages of the RUSINFORM project; publish parts of the RUSINFORM research group; present results og research at national and international conferences across the globe";"vibrant, friendly and energetic academic environment with flat hierarchies, great enthusiasm; encouragement to pursue your own ideas, advance own career, support forparticipation in a wide range of conferneces, workshops and methods-training courses; high level of freedom when it comes to establishing work processes; enjoyable work climate in a family-friendly research environment, high quality of life; modern, verdant campus near to the historic Old Town";"1";"1";"1";"0";"0";"0";"0";"0"
"121";"GK";"";"2020-11-05_w2_hs_osnabrueck.pdf";"1";"";"Osnabrück";"Hochschule Osnabrück";"Fakultät Management, Kultur und Technik";"Professur für Organisationspsychologie mit dem Schwerpunkt Organisationsführung";"Organisationspsychologie mit dem Schwerounk Organisationsführung";"";"2020-11-05";"asap";"1";"23";"";"0";"0";"0";"0";"2";"NA";"NA";"0";"0";"2";"";"1";"0";"NA";"";"1";"Kommunikationswissenschaft";"1";"1";"Organisationspsychologie mit dem Schwerpunkt Organisationsführung";"1";"1";"fundierte Kenntnisse qualitativer und quantitativer Forschungsmethoden";"0";"0";"";"1";"1";"Einbringung in Lehre, eigene Forschungsprojekte realisieren und leiten";"1";"1";"Bereitschaft zur Einwerbung von Forschungsprojekten";"0";"0";"";"1";"1";"Erfahrung in der Lehre wünschenswert, lehre in den Fächern ""Organisationspsychologie"",""Kommunikationsmanagement (BA) und Kommunikation und Management"" (MA)";"1";"1";"unterstützen in Selbstverwaltung";"1";"mindestens fünfjährige berufliche Praxis (mind. drei davon außerhalb des Hochschulbereichs) in den Berufsfeldern Human Resource Management, Organisationsführung, Organisationsberatung oder Kommunikationsmanagement";"1";"1";"1";"fundierte Statistikenntnisse, pädagogisch-didaktische Eignung";"1";"Mitwirkung bei der ENtwicklung von E-Learning-Angeboten als Ergänzung zur Präsenzlehre";"spannende Projekte und engagierte Kolleg*innen";"1";"1";"1";"1";"1";"0";"1";"0"
"122";"GK";"";"2020-11-11_prof_uni_salzburg.pdf";"2";"";"Salzburg";"Universität Salzburg";"Fachbereich Kommunikationswissenschaft";"Universitätsprofessur für Kommunikationswissenschaft mit Schwerpunkt Öffentlichkeiten und Ungleichheitsforschung";"Kommunikationswissenschaft mit Schwerpunkt Öffentlichkeiten und Ungleichheitsforschung";"";"2020-11-11";"2021-10-01";"0";"20";"";"0";"0";"0";"0";"2";"NA";"NA";"0";"0";"30";"A1 (5.245,60€ brutto, 14x pro Jahr)";"1";"0";"NA";"";"1";"Kommunikationswissenschaft; Publizistikwissenschaft; Medienwissenschaft";"1";"1";"Kommunikationswissenschaft";"0";"0";"";"0";"0";"";"1";"1";"Mitwirkung an Forschungskooperationen";"1";"1";"Erfahrung in der Drittmitteleinwerbung";"0";"0";"";"1";"1";"Mitwirkung an Lehrkooperationen";"1";"1";"Bereitschaft zur Mitarbeit bei der universitären Selbstverwaltung";"0";"";"1";"1";"1";"wissenschaftliche Eignung, pädagogisch und hochschuldidaktische Eignung, Eignunn zur Führung einer Universitätseinrichtung, Nachweis zur Einbindung in die internationale Scientific Community, Bereitschaft und Fähigkeit zur Lehre in Englisch, Sozialkompetenz, Bereitschaft zur Kooperation und Interdisziplinarität, Bereitschaft und Qualifikation zur Übernehme von Leitungspositionen, Deutschkenntnisse in Wort und Schrift";"0";"";"0";"0";"1";"1";"0";"0";"0";"0";"2"
"123";"GK";"";"2020-11-17_praedoc_uni_dresden.pdf";"1";"";"Dresden";"Technische Universität Dresden";"Philosophische Fakultät, Institut für Kommunikationswissenschaft";"wissenschaftliche/r Mitarbeiter/in /Doktorand/in";"";"";"2020-11-17";"asap";"1";"11";"";"0";"2";"0";"0";"1";"3";"0";"0";"0";"13";"";"0,5";"0";"NA";"";"1";"Kommunikationswissenschaft; Medienwissenschaft; Sozialwissenschaft; Soziologie; Politikwissenschaft; Kulturwissenschaft; vergleichbare Disziplin";"1";"0";"Digitale KOmmunikation (insb. öffentliche Kommunikation in sozialen Medien)";"0";"1";"sehr gute Kenntnisse der empirischen Methoden der Sozialforschung, multivariate Datenanalyse";"1";"1";"Kenntnisser in Comuptational Methods und/oder Kenntnisse einer analystischen Programmiersprache von Vorteil";"1";"1";"Mitarbeit in Forschung, besonders Mitarbeit in Forschungsprojekten der Juniorprofessur";"0";"0";"";"0";"0";"";"1";"1";"Mitarbeit in der Lehre, Vorbereitung und Durchführung von Lehrveranstaltungen in dem Bachelorstudiengang ""Medienforschung, Medienpraxis"";";"1";"1";"akadeische Selbstverwaltung";"0";"";"1";"1";"1";"Teamfähigkeit, EDV- und Internetkompetenz, sehr gute Englischkenntnisse";"1";"fachliche Einschätzung von Seminar- und Abschlussarbeiten, Mitwirkung bei der Abnahme von Prüfungen; Verfassen von wissenschaftlichen Publikationen; Präsentation von Forschungsergebnissen auf Tagungen";"0";"0";"1";"1";"0";"0";"0";"0";"2"
"124";"GK";"";"2020-11-30_praedoc_uni_mainz.pdf";"1";"";"Mainz";"Universität Mainz";"Institut für Publizistik";"wissenschaftliche/n Mitarbeiter/in (Prea-Doc)";"";"";"2020-11-30";"2021-01-01";"0";"11";"";"0";"2";"0";"0";"1";"3";"0";"1";"3";"13";"";"1";"0";"NA";"";"1";"Kommunikationswissenschaft; Sozialwissenschaft; Public Health; vergleichbare Disziplin";"0";"1";"allgemeine Kommunikationswissenschaft";"1";"0";"sehr gute Methoden- und Statistikkenntnisse";"0";"0";"";"1";"1";"Beteiligung an den Forschungsprojekten des Forschungsbereichs; eigenständige Forschung und Präsentation der Froschungsergebnisse auf Tagungen";"0";"0";"";"0";"0";"";"1";"1";"Lehre in den Studiengängen des Instituts für Publizistik";"1";"1";"akademische Selbstverwaltung";"0";"";"1";"1";"1";"sehr gute Deutsch- und Englischkenntnisse; Selbstständigkeit; Teamfähigkeit";"1";"Betreuung von Studierenden; Veröffentlichung in einschlägigen Publikationen; wissenschaftliche Weiterqualifizierung";"hervorragendes akademisches Umfeld, angenehmes und kollegiales Klima im Kernteam wie auch Institut für Publizistik insgesamt; Raum für eigenständige Forschung und akademische Profilierung; Austausch und Forschungskooperation mit international ausgewiesenen Kolleg*innen";"0";"1";"1";"0";"0";"0";"0";"0"
